"","ks4score","fiveac","fiveem","k3en","k3ma","k3sc","gender","SECshort","hiquamum","singlepar","house","fsm","parasp","computer","tuition","pupasp","homework","attitude","sen","truancy","absent","exclude","IDACI_n","FSMband"
"182",699,"yes","yes",6,7,6,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",-0.402318802855553,"21pr-35pr"
"183",698.5,"yes","yes",7,8,7,"Male","Managerial_and_professional","Degree_or_equivalent","yes","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",0.056911841769363,"<5pr"
"184",698,"yes","yes",7,8,7,"Female","Managerial_and_professional","HE_below_degree_level","yes","owned","no","Yes","Yes","Yes","Yes","5_evenings","low","No","No","No","No",-0.718070672329947,"<5pr"
"185",698,"yes","yes",7,7,7,"Female","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","high","No","No","No","No",-1.24266888106628,"<5pr"
"186",698,"yes","yes",6,7,6,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",-0.25434533404497,"9pr-13pr"
"187",698,"yes","yes",6,7,6,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","yes","Yes","Yes","No","Yes","3_evenings","very_high","No","Yes","No","No",0.862718882066166,"35pr+"
"189",696,"yes","yes",7,8,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","high","No","No","No","No",-0.960605821120897,"<5pr"
"191",696,"yes","yes",6,7,6,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",-0.345493061899129,"<5pr"
"192",695,"yes","yes",6,7,6,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","yes","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","No",-1.48900147735894,"13pr-21pr"
"193",695,"yes","yes",7,8,7,"Male","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",-0.032543343195466,"<5pr"
"194",695,"yes","yes",7,8,7,"Male","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-1.24129260580382,"<5pr"
"195",695,"yes","yes",7,8,7,"Male","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","Yes","Yes","3_evenings","very_high","No","No","No","No",0.166315511587199,"13pr-21pr"
"196",695,"yes","yes",7,8,7,"Male","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-1.06055914115483,"<5pr"
"197",695,"yes","yes",6,8,7,"Male","Managerial_and_professional","GCE_A_Level_or_equivalent","no","other/DK/Ref","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",-0.604105711153326,"5pr-9pr"
"198",694,"yes","yes",7,6,7,"Female","Intermediate","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","2_evenings","very_high","No","No","No","No",0.526711304529882,"21pr-35pr"
"199",694,"yes","yes",6,6,5,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","4_evenings","low","No","No","No","No",-0.246464898611347,"5pr-9pr"
"200",694,"yes","yes",6,6,6,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","4_evenings","low","No","No","No","Yes",-0.517412081768438,"5pr-9pr"
"201",693,"yes","yes",7,8,7,"Male","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",-1.12576948498095,"9pr-13pr"
"202",692,"yes","yes",7,8,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","high","No","No","No","No",-0.047193054143391,"<5pr"
"203",692,"yes","yes",7,7,7,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","No","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-0.837033196364555,"5pr-9pr"
"204",692,"yes","yes",6,6,5,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","owned","yes","Yes","No","No","Yes","3_evenings","low","No","No","missing","missing",3.2489256377105,"35pr+"
"205",692,"yes","no",5,5,5,"Female","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","2_evenings","high","No","No","No","No",0.310484199241168,"21pr-35pr"
"206",692,"yes","yes",6,7,6,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","Yes","Yes","4_evenings","high","No","No","No","No",1.03643679248855,"9pr-13pr"
"207",691,"yes","yes",6,7,6,"Female","Managerial_and_professional","No_qualification","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.727367320719585,"5pr-9pr"
"208",691,"yes","yes",5,7,6,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","2_evenings","low","No","No","No","No",0.735162806114268,"9pr-13pr"
"210",690,"yes","yes",7,8,6,"Female","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","Yes","No","Yes","5_evenings","high","No","No","missing","missing",0.974453064607536,"35pr+"
"211",690,"yes","yes",6,7,6,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","missing","very_high","No","No","No","No",-1.04546292466135,"<5pr"
"212",690,"yes","yes",6,6,6,"Female","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",0.598481972913738,"35pr+"
"213",690,"yes","yes",7,8,7,"Male","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_low","No","Yes","No","No",-1.04973200547263,"9pr-13pr"
"214",690,"yes","yes",6,7,7,"Male","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",0.097208801088117,"9pr-13pr"
"215",689,"yes","no",5,5,5,"Male","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","No","missing","very_low","No","No","No","No",0.443908969634651,"21pr-35pr"
"216",688.25,"yes","yes",6,7,6,"Female","Intermediate","Degree_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","5_evenings","very_high","No","No","No","No",-0.237044857031029,"9pr-13pr"
"217",688,"yes","yes",5,8,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","4_evenings","very_high","No","No","No","No",-0.819099059820995,"13pr-21pr"
"219",688,"yes","yes",5,8,7,"Male","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",-0.852605984978043,"<5pr"
"221",687,"yes","yes",7,8,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","1_evening","low","No","No","No","No",0.239172736220506,"21pr-35pr"
"223",686,"yes","yes",7,8,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",-0.031906580377391,"<5pr"
"225",686,"yes","yes",7,7,6,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","high","No","No","No","No",-1.52363270425682,"9pr-13pr"
"227",684,"yes","yes",7,7,7,"Female","Managerial_and_professional","Degree_or_equivalent","yes","owned","no","Yes","Yes","Yes","Yes","3_evenings","very_high","No","No","No","No",-0.239745811448104,"21pr-35pr"
"233",682,"yes","yes",6,8,7,"Male","Intermediate","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","low","No","No","No","No",-2.10920276726142,"<5pr"
"234",682,"yes","yes",7,7,7,"Male","Intermediate","No_qualification","no","owned","yes","Yes","Yes","No","Yes","3_evenings","high","No","No","No","No",0.287274324778795,"9pr-13pr"
"236",681,"yes","yes",6,7,6,"Male","Routine,_semi-routine_or_unemployed","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.032065769858979,"21pr-35pr"
"237",681,"yes","yes",6,6,5,"Male","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","low","No","No","No","No",-1.4519481620372,"9pr-13pr"
"238",680,"yes","yes",7,8,7,"Female","Intermediate","HE_below_degree_level","no","owned","no","Yes","Yes","Yes","Yes","5_evenings","low","No","No","No","No",-1.08948194473747,"<5pr"
"239",680,"yes","yes",6,7,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","low","No","No","No","No",-0.909127318906133,"<5pr"
"240",680,"yes","yes",6,7,7,"Male","Routine,_semi-routine_or_unemployed","No_qualification","no","rented","yes","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",0.70006726039076,"35pr+"
"241",678,"yes","yes",7,8,7,"Female","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","5_evenings","very_high","No","No","No","No",-1.98813378192888,"<5pr"
"242",678,"yes","yes",7,7,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","4_evenings","very_high","No","No","No","No",0.064882030908705,"35pr+"
"243",678,"yes","yes",5,6,6,"Female","Routine,_semi-routine_or_unemployed","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",0.007000812162344,"13pr-21pr"
"244",678,"yes","yes",6,8,7,"Male","Intermediate","Degree_or_equivalent","no","owned","no","No","Yes","No","Yes","2_evenings","low","No","No","No","No",-0.81166702767206,"9pr-13pr"
"245",678,"yes","yes",6,7,7,"Male","Managerial_and_professional","Degree_or_equivalent","no","owned","no","No","Yes","Yes","Yes","missing","high","No","No","No","No",-0.679780014861453,"5pr-9pr"
"246",678,"yes","yes",6,7,6,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","rented","yes","Yes","Yes","Yes","Yes","2_evenings","very_low","No","No","No","No",0.369322618202284,"35pr+"
"247",677,"yes","yes",6,7,6,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","No","Yes","No","Yes","1_evening","low","No","No","No","No",-0.735058572953041,"5pr-9pr"
"248",677,"yes","yes",6,7,6,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","2_evenings","very_low","No","No","No","No",-1.54087312390708,"5pr-9pr"
"250",676,"yes","yes",7,8,7,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","Yes","Yes","3_evenings","high","No","No","No","No",-0.408969766726096,"<5pr"
"251",676,"yes","yes",6,6,7,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","high","No","No","No","No",-0.898237128992744,"9pr-13pr"
"253",676,"yes","yes",6,7,7,"Male","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","No","No","Yes","4_evenings","high","No","No","No","No",0.650304085521499,"21pr-35pr"
"254",676,"yes","yes",6,6,6,"Male","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","no","rented","yes","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",1.29185513125784,"35pr+"
"256",675,"yes","yes",6,7,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.444435779917563,"5pr-9pr"
"258",675,"yes","yes",6,7,6,"Male","Routine,_semi-routine_or_unemployed","HE_below_degree_level","no","owned","no","No","Yes","No","Yes","3_evenings","high","No","No","No","No",-0.220630111861669,"9pr-13pr"
"259",675,"yes","yes",6,6,6,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","5_evenings","high","No","No","No","No",-1.88548095552594,"5pr-9pr"
"260",674,"yes","yes",7,8,7,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","No","No","No",-2.17124624572402,"<5pr"
"261",674,"yes","yes",7,7,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","3_evenings","high","No","No","No","No",-0.651680709498561,"5pr-9pr"
"262",674,"yes","yes",7,6,7,"Female","Managerial_and_professional","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","2_evenings","very_low","No","No","missing","missing",0.390443050072207,"9pr-13pr"
"263",674,"yes","yes",5,7,6,"Female","Intermediate","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","2_evenings","high","No","No","No","No",-0.51241635221918,"9pr-13pr"
"264",674,"yes","yes",4,6,5,"Female","Intermediate","No_qualification","no","owned","no","Yes","Yes","No","Yes","missing","low","No","No","No","No",1.31946702170006,"21pr-35pr"
"265",674,"yes","yes",6,7,7,"Male","Routine,_semi-routine_or_unemployed","Other_qualifications","no","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.854552797552541,"21pr-35pr"
"266",674,"yes","yes",7,8,6,"Male","Intermediate","No_qualification","yes","owned","no","Yes","Yes","No","Yes","3_evenings","very_high","No","No","No","No",-0.384611523633812,"9pr-13pr"
"268",673.25,"yes","yes",7,7,7,"Female","Routine,_semi-routine_or_unemployed","GCE_A_Level_or_equivalent","yes","rented","no","Yes","Yes","Yes","Yes","3_evenings","very_high","No","No","No","No",-0.592687430462544,"9pr-13pr"
"269",673,"yes","yes",7,8,7,"Female","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","4_evenings","low","No","No","No","No",-0.540009880483444,"<5pr"
"270",673,"yes","yes",5,8,7,"Female","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","4_evenings","very_high","No","No","No","No",-0.421804723128254,"<5pr"
"271",673,"yes","no",6,6,5,"Female","Intermediate","No_qualification","no","owned","yes","Yes","No","No","Yes","3_evenings","very_low","No","No","No","No",1.16282091567422,"35pr+"
"272",673,"yes","yes",7,8,7,"Male","Intermediate","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","1_evening","low","No","No","No","No",-0.783996988131118,"<5pr"
"273",673,"yes","yes",5,7,6,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","5_evenings","low","No","No","No","No",-0.679780014861453,"5pr-9pr"
"276",672,"yes","no",5,4,3,"Female","Routine,_semi-routine_or_unemployed","No_qualification","no","owned","yes","Yes","No","No","Yes","4_evenings","very_high","No","No","missing","No",1.05832807345983,"35pr+"
"278",672,"yes","yes",7,6,6,"Male","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","4_evenings","low","No","No","No","No",-1.40218049419853,"<5pr"
"279",672,"yes","yes",7,6,6,"Male","Routine,_semi-routine_or_unemployed","HE_below_degree_level","no","owned","no","Yes","Yes","Yes","Yes","3_evenings","high","No","No","No","No",-0.261829933332286,"5pr-9pr"
"280",671.5,"yes","yes",7,8,7,"Female","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","4_evenings","very_high","No","Yes","No","No",-0.51069352877627,"<5pr"
"281",671,"yes","yes",7,7,7,"Female","Managerial_and_professional","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","No","Yes","2_evenings","low","No","No","No","No",-0.45579238153094,"<5pr"
"282",671,"yes","yes",7,6,7,"Female","Managerial_and_professional","Degree_or_equivalent","yes","owned","no","Yes","Yes","No","Yes","5_evenings","low","No","No","No","No",-0.567366636131654,"<5pr"
"283",671,"yes","yes",7,8,7,"Male","Managerial_and_professional","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","5_evenings","low","No","No","No","No",-0.370600453166036,"<5pr"
"284",671,"yes","yes",7,7,7,"Male","Managerial_and_professional","HE_below_degree_level","no","owned","no","Yes","Yes","No","Yes","5_evenings","low","No","No","No","No",-0.860527970543626,"<5pr"
"285",671,"yes","yes",5,8,6,"Male","Intermediate","GCE_A_Level_or_equivalent","no","owned","no","Yes","Yes","Yes","Yes","3_evenings","very_high","No","No","No","No",-0.492918414980498,"9pr-13pr"
"287",670,"yes","yes",6,7,6,"Female","Managerial_and_professional","GCSE_grades_A-C_or_equiv","no","owned","no","Yes","Yes","No","Yes","2_evenings","high","No","No","No","No",-1.83264772696522,"9pr-13pr"
"288",670,"yes","yes",7,8,7,"Male","Intermediate","Degree_or_equivalent","no","owned","no","Yes","Yes","No","Yes","1_evening","very_high","No","No","No","No",-1.91799131343023,"5pr-9pr"
"291",670,"yes","yes",4,7,5,"Male","Routine,_semi-routine_or_unemployed","No_qualification","yes","rented","yes","Yes","Yes","No","Yes","3_evenings","high","No","No","missing","missing",1.92708077872866,"35pr+"
"292",669,"yes","yes",6,7,6,"Female","Intermediate","Other_qualifications","no","owned","no","No","Yes","No","Yes","4_evenings","low","No","No","No","No",0.331172138239028,"35pr+"
